student_id,name,age,gender,attendance,internal_marks,assignment_marks,quiz_marks,study_hours_per_day,previous_semester_marks,participation,internet_access,parent_education,final_exam_marks
STU1764,Student_765,21,Male,70.7,24.9,3.7,41.7,4.0,50.3,Medium,Yes,Graduate,48.0
STU1765,Student_766,18,Male,85.1,57.9,21.2,51.7,3.1,67.5,Low,Yes,High School,48.2
STU1766,Student_767,22,Male,82.9,51.1,52.2,32.9,5.1,84.7,Medium,Yes,High School,66.8
STU1767,Student_768,22,Female,82.3,24.9,24.8,13.1,3.8,50.8,Medium,No,High School,37.9
STU1768,Student_769,17,Female,79.0,47.7,37.4,33.3,2.8,80.9,Low,Yes,Post Graduate,53.2
STU1769,Student_770,17,Male,77.5,35.3,11.8,11.5,1.9,58.5,Low,Yes,Doctorate,45.3
STU1770,Student_771,21,Male,100.0,48.2,61.4,45.4,4.4,91.3,Medium,No,Graduate,76.9
STU1771,Student_772,21,Male,92.2,31.7,33.7,26.2,0.4,59.5,High,Yes,Post Graduate,57.3
STU1772,Student_773,20,Male,86.7,27.0,26.8,46.0,4.2,52.4,Medium,No,High School,52.9
STU1773,Student_774,19,Female,79.3,31.0,26.3,30.8,1.6,75.3,Medium,Yes,Graduate,48.7
STU1774,Student_775,17,Female,90.1,22.6,43.5,36.2,5.1,58.5,Medium,Yes,High School,59.6
STU1775,Student_776,21,Male,84.2,20.6,46.7,11.5,3.4,52.4,High,No,Graduate,51.0
STU1776,Student_777,17,Male,78.3,50.2,40.3,34.4,4.2,57.8,High,Yes,Doctorate,65.7
STU1777,Student_778,21,Female,74.4,48.8,52.5,33.1,3.3,64.3,Medium,Yes,Graduate,56.0
STU1778,Student_779,18,Female,77.0,36.4,22.1,33.7,0.6,85.1,Medium,Yes,Graduate,49.8
STU1779,Student_780,17,Male,40.0,33.4,9.2,12.0,1.9,36.0,High,Yes,Graduate,37.1
STU1780,Student_781,18,Male,80.5,37.4,21.5,32.5,4.2,65.3,Medium,Yes,High School,68.0
STU1781,Student_782,17,Male,72.1,38.0,39.0,22.6,3.4,74.4,Medium,Yes,Post Graduate,60.3
STU1782,Student_783,19,Female,97.1,42.6,38.0,19.7,5.0,67.9,Low,No,Graduate,52.2
STU1783,Student_784,20,Female,78.2,44.2,37.6,30.6,3.8,84.6,High,Yes,Graduate,60.6
STU1784,Student_785,22,Female,63.7,28.9,34.7,11.8,1.7,63.9,High,Yes,Graduate,45.5
STU1785,Student_786,22,Male,77.4,40.0,39.1,29.7,2.0,62.2,Low,Yes,Graduate,62.7
STU1786,Student_787,22,Male,65.4,41.0,19.1,31.1,3.4,73.9,Medium,Yes,High School,50.1
STU1787,Student_788,18,Female,83.7,32.3,17.3,15.1,0.0,66.5,Medium,Yes,Graduate,48.8
STU1788,Student_789,21,Female,81.5,49.0,43.1,31.7,5.7,59.1,Low,No,High School,53.1
STU1789,Student_790,22,Male,89.5,43.9,30.5,8.3,3.9,72.7,High,Yes,Post Graduate,63.1
STU1790,Student_791,19,Female,68.5,29.3,23.8,50.1,5.0,55.2,Low,Yes,Post Graduate,58.3
STU1791,Student_792,22,Female,78.4,13.9,31.7,10.9,0.8,55.8,Low,Yes,Post Graduate,35.1
STU1792,Student_793,17,Male,61.6,39.3,19.8,33.8,5.1,57.1,Medium,Yes,Graduate,49.7
STU1793,Student_794,18,Female,86.4,52.2,43.1,38.5,6.5,85.3,Medium,Yes,Graduate,82.6
STU1794,Student_795,17,Male,84.2,12.3,13.3,19.5,1.2,20.0,Low,Yes,High School,31.1
STU1795,Student_796,17,Male,83.9,41.4,30.1,40.2,4.4,70.9,Medium,No,Post Graduate,65.5
STU1796,Student_797,17,Male,78.0,56.5,38.8,25.0,3.2,65.5,Medium,Yes,High School,61.2
STU1797,Student_798,20,Male,83.0,8.0,10.5,12.0,0.9,39.8,Low,Yes,Graduate,31.8
STU1798,Student_799,20,Male,97.3,23.6,48.2,51.6,3.9,69.6,Low,Yes,High School,68.7
STU1799,Student_800,21,Male,74.6,45.0,35.2,39.0,4.5,72.1,Medium,Yes,High School,59.9
STU1800,Student_801,18,Male,79.7,33.4,38.3,29.7,2.3,73.8,Low,Yes,Graduate,55.4
STU1801,Student_802,19,Female,65.0,27.3,28.5,18.7,4.9,25.2,High,Yes,High School,34.4
STU1802,Student_803,19,Male,67.6,41.0,25.4,11.4,0.7,85.5,High,Yes,Post Graduate,50.3
STU1803,Student_804,19,Male,79.2,34.8,0.8,18.7,1.0,53.9,High,Yes,High School,34.1
STU1804,Student_805,17,Female,91.2,28.3,38.5,39.1,3.4,75.3,Low,Yes,High School,61.7
STU1805,Student_806,20,Female,74.9,35.6,35.4,45.5,3.2,76.1,High,Yes,Graduate,46.9
STU1806,Student_807,18,Female,75.2,30.5,28.9,3.7,2.1,51.8,Medium,No,High School,36.2
STU1807,Student_808,17,Male,73.1,49.3,34.9,29.9,4.4,74.9,Medium,No,High School,39.5
STU1808,Student_809,20,Female,71.6,53.2,26.4,28.5,4.0,59.2,Low,Yes,Post Graduate,49.8
STU1809,Student_810,20,Male,81.5,34.7,43.2,28.1,4.5,33.9,Low,No,High School,40.3
STU1810,Student_811,22,Male,60.0,41.5,21.7,35.4,3.0,82.5,Medium,Yes,Post Graduate,66.8
STU1811,Student_812,22,Male,93.4,26.5,36.3,31.3,4.1,53.4,Medium,Yes,High School,53.7
STU1812,Student_813,18,Male,70.0,23.9,18.8,29.3,2.5,52.2,Low,Yes,High School,34.0
STU1813,Student_814,18,Female,86.7,37.8,33.0,34.8,6.3,59.0,Medium,Yes,Post Graduate,69.1
STU1814,Student_815,18,Female,62.8,38.9,26.0,37.1,2.0,69.1,Low,Yes,High School,46.9
STU1815,Student_816,17,Male,86.0,46.9,30.4,48.7,6.4,64.1,Medium,No,High School,61.9
STU1816,Student_817,21,Male,86.1,28.6,39.6,32.3,3.3,73.2,Medium,Yes,Graduate,49.8
STU1817,Student_818,18,Male,,,,32.3,,44.9,High,Yes,High School,37.0
STU1818,Student_819,22,Female,66.1,44.5,36.8,51.4,5.3,53.9,High,Yes,Post Graduate,59.9
STU1819,Student_820,21,Male,81.0,38.3,31.7,41.0,3.4,63.3,Medium,No,High School,52.6
STU1820,Student_821,17,Male,63.8,55.4,34.1,18.9,4.5,93.5,Medium,Yes,Post Graduate,67.3
STU1821,Student_822,21,Female,75.0,43.4,39.8,53.2,5.0,63.3,Medium,Yes,Post Graduate,74.2
STU1822,Student_823,19,Female,90.4,56.6,59.3,46.3,3.7,81.3,High,Yes,Graduate,76.2
STU1823,Student_824,21,Male,87.6,35.0,24.9,46.9,2.3,65.6,Medium,Yes,Post Graduate,40.3
STU1824,Student_825,18,Female,78.2,34.1,28.2,47.2,4.7,57.7,Low,No,Graduate,53.4
STU1825,Student_826,17,Female,66.3,26.8,23.8,45.4,3.2,61.3,Low,No,Doctorate,40.4
STU1826,Student_827,18,Male,85.7,39.6,27.5,43.5,4.2,62.5,Medium,Yes,High School,50.4
STU1827,Student_828,22,Female,78.2,10.1,0.0,34.4,0.0,74.1,Medium,No,Graduate,33.7
STU1828,Student_829,19,Male,50.2,44.5,43.8,59.2,3.9,85.6,High,Yes,Graduate,64.6
STU1829,Student_830,22,Female,87.4,33.1,21.7,31.9,2.2,70.4,Low,No,Graduate,39.1
STU1830,Student_831,18,Male,77.7,39.3,27.1,33.5,5.7,82.8,Medium,Yes,Graduate,65.0
STU1831,Student_832,18,Male,92.4,25.1,35.5,28.8,4.1,50.5,High,Yes,Post Graduate,48.3
STU1832,Student_833,18,Male,64.9,40.8,18.8,35.5,3.6,58.8,High,Yes,High School,54.8
STU1833,Student_834,20,Female,40.0,35.2,25.3,32.5,3.9,54.1,Medium,Yes,High School,59.5
STU1834,Student_835,19,Male,81.3,33.8,43.3,16.5,1.7,69.7,Medium,Yes,Post Graduate,45.7
STU1835,Student_836,18,Female,81.5,43.1,20.8,25.6,5.6,59.6,Medium,Yes,Graduate,55.1
STU1836,Student_837,18,Male,57.7,49.7,26.7,40.9,6.2,75.9,High,Yes,Doctorate,55.1
STU1837,Student_838,22,Male,66.3,41.7,30.0,37.8,3.8,51.0,Low,Yes,Post Graduate,49.7
STU1838,Student_839,22,Female,100.0,44.0,48.5,56.3,5.6,65.6,High,Yes,Doctorate,79.0
STU1839,Student_840,18,Male,74.3,25.4,16.4,40.0,2.3,75.3,Medium,Yes,Post Graduate,57.7
STU1840,Student_841,17,Male,86.8,32.6,21.0,27.7,2.0,34.0,Medium,No,High School,38.5
STU1841,Student_842,20,Female,70.2,51.6,47.9,41.5,3.3,96.8,Low,Yes,High School,68.9
STU1842,Student_843,22,Male,52.9,31.3,10.4,18.2,3.9,60.8,Medium,Yes,Post Graduate,63.1
STU1843,Student_844,17,Male,76.0,11.6,26.6,16.7,2.6,34.6,Medium,Yes,Graduate,47.5
STU1844,Student_845,20,Male,74.8,42.1,42.4,33.9,4.0,67.4,Low,No,High School,49.1
STU1845,Student_846,18,Male,73.2,36.4,29.1,30.0,3.7,65.5,Medium,Yes,Graduate,45.5
STU1846,Student_847,19,Female,76.6,43.2,39.1,26.4,1.7,63.8,High,Yes,Doctorate,56.0
STU1847,Student_848,21,Female,81.2,41.2,49.3,43.9,4.0,79.9,Medium,No,Graduate,57.6
STU1848,Student_849,21,Male,76.2,37.3,39.0,48.5,4.5,76.2,Medium,No,Graduate,64.0
STU1849,Student_850,18,Female,62.8,45.5,28.6,32.3,3.5,69.5,Low,Yes,Graduate,45.8
STU1850,Student_851,22,Male,83.8,50.8,27.7,24.0,4.9,71.8,Medium,Yes,High School,58.6
STU1851,Student_852,17,Female,54.6,30.9,25.3,20.3,1.4,63.4,Low,Yes,Graduate,46.2
STU1852,Student_853,19,Male,53.4,53.8,47.5,43.5,3.9,91.6,Medium,No,Graduate,64.8
STU1853,Student_854,20,Male,86.9,21.0,15.2,29.4,1.4,42.8,High,Yes,High School,35.4
STU1854,Student_855,18,Male,84.1,33.2,5.3,21.0,1.5,67.1,Medium,Yes,Post Graduate,54.8
STU1855,Student_856,19,Male,77.3,42.6,41.5,33.6,2.3,66.0,Low,No,Graduate,39.3
STU1856,Student_857,19,Male,61.3,41.3,33.4,33.0,1.8,77.2,Medium,Yes,Post Graduate,54.3
STU1857,Student_858,22,Male,69.5,26.8,20.5,25.7,2.4,52.3,Medium,Yes,Post Graduate,45.9
STU1858,Student_859,20,Female,74.8,35.0,29.4,31.6,2.9,38.8,Medium,Yes,High School,44.2
STU1859,Student_860,19,Male,58.8,21.5,50.1,32.3,4.5,67.4,High,Yes,Graduate,59.5
STU1860,Student_861,22,Female,69.1,52.2,3.0,26.4,2.7,69.2,High,Yes,Graduate,58.1
STU1861,Student_862,17,Male,85.8,23.7,36.9,29.3,0.8,87.3,Medium,Yes,Post Graduate,55.5
STU1862,Student_863,22,Female,95.1,28.0,14.0,27.6,4.9,45.9,Medium,Yes,High School,45.4
STU1863,Student_864,17,Female,73.0,38.3,38.5,36.9,1.9,82.3,Low,Yes,Graduate,52.2
STU1864,Student_865,17,Female,87.1,48.1,44.0,36.0,3.1,100.0,Low,No,Graduate,59.9
STU1865,Student_866,19,Male,55.0,43.5,36.9,35.4,3.9,59.3,Medium,Yes,High School,57.4
STU1866,Student_867,22,Male,85.9,20.3,19.7,26.8,3.5,45.6,Medium,No,High School,37.1
STU1867,Student_868,17,Female,68.4,40.0,13.9,38.8,4.8,58.9,Medium,Yes,Graduate,59.2
STU1868,Student_869,20,Male,81.7,33.2,28.1,31.0,3.9,65.2,Medium,No,Post Graduate,54.9
STU1869,Student_870,19,Female,75.0,37.5,34.5,26.6,1.9,73.5,Low,Yes,High School,45.2
STU1870,Student_871,22,Male,93.8,41.4,46.0,43.7,6.5,56.1,Medium,Yes,Graduate,68.9
STU1871,Student_872,22,Female,67.5,46.6,27.9,42.3,3.5,88.3,Low,Yes,Graduate,55.3
STU1872,Student_873,21,Female,85.5,23.9,34.7,26.5,3.0,48.3,Low,No,Post Graduate,48.4
STU1873,Student_874,22,Male,74.6,25.3,18.6,45.4,4.6,38.9,High,Yes,High School,50.3
STU1874,Student_875,19,Female,76.1,45.7,41.2,30.0,3.6,81.6,Low,Yes,Post Graduate,57.5
STU1875,Student_876,20,Male,75.8,31.3,15.2,23.9,3.8,30.9,Medium,Yes,High School,43.2
STU1876,Student_877,22,Female,67.9,40.7,40.7,32.0,6.9,61.9,Low,No,Graduate,60.4
STU1877,Student_878,21,Female,77.8,41.4,50.9,44.5,2.8,100.0,High,Yes,High School,75.9
STU1878,Student_879,19,Male,77.2,38.9,17.2,20.2,2.7,64.8,Medium,Yes,High School,53.5
STU1879,Student_880,17,Male,80.9,29.2,18.6,25.6,3.4,48.2,Low,Yes,Graduate,46.4
STU1880,Student_881,18,Male,79.0,46.7,36.3,35.1,4.8,64.1,Medium,No,High School,49.8
STU1881,Student_882,18,Female,87.6,21.1,48.7,25.4,0.9,64.2,Medium,Yes,Post Graduate,65.6
STU1882,Student_883,17,Male,89.1,13.6,15.7,16.4,0.3,67.4,High,Yes,High School,33.5
STU1883,Student_884,22,Female,65.4,32.6,52.4,26.3,2.3,74.9,Low,Yes,Graduate,57.9
STU1884,Student_885,18,Female,88.4,15.7,39.1,30.5,0.7,49.4,High,Yes,High School,46.8
STU1885,Student_886,18,Male,63.8,43.3,37.1,40.1,2.6,90.3,High,Yes,High School,55.4
STU1886,Student_887,17,Male,85.1,34.4,31.1,31.6,4.0,68.7,High,Yes,High School,57.2
STU1887,Student_888,22,Female,85.4,42.0,24.4,28.1,1.9,75.9,Medium,Yes,Graduate,54.1
STU1888,Student_889,22,Female,55.1,23.2,21.5,35.9,1.1,55.6,Medium,Yes,Graduate,49.7
STU1889,Student_890,17,Male,79.1,44.8,23.7,36.4,3.3,84.3,Medium,Yes,Graduate,56.3
STU1890,Student_891,22,Male,72.4,39.2,31.9,30.1,4.5,61.1,High,Yes,Graduate,57.1
STU1891,Student_892,22,Male,68.9,31.3,40.9,17.4,0.7,69.2,Medium,Yes,Graduate,33.6
STU1892,Student_893,19,Male,94.2,33.4,22.7,28.0,4.4,51.0,Medium,Yes,High School,60.7
STU1893,Student_894,19,Male,70.2,37.3,26.1,27.2,4.4,50.0,Medium,Yes,Graduate,44.4
STU1894,Student_895,17,Female,68.3,37.6,20.8,29.5,4.6,75.3,Medium,Yes,Doctorate,61.9
STU1895,Student_896,20,Female,78.9,49.5,36.6,27.4,5.0,58.3,High,Yes,Graduate,61.4
STU1896,Student_897,18,Female,86.2,38.5,37.2,34.2,6.5,52.2,Low,Yes,Graduate,56.5
STU1897,Student_898,19,Female,76.3,19.8,26.8,32.7,2.7,55.4,High,Yes,High School,52.6
STU1898,Student_899,18,Male,92.0,41.9,32.8,32.8,3.4,75.5,Medium,Yes,Post Graduate,72.1
STU1899,Student_900,21,Male,84.4,23.2,23.0,25.2,2.6,55.6,High,No,Post Graduate,50.9
STU1900,Student_901,17,Male,51.9,40.2,35.1,43.2,3.2,63.2,Medium,Yes,Graduate,58.1
STU1901,Student_902,20,Female,71.6,60.3,36.3,53.2,5.5,65.2,Medium,Yes,Doctorate,71.9
STU1902,Student_903,21,Female,71.3,11.8,18.8,13.1,1.2,36.2,High,Yes,High School,39.8
STU1903,Student_904,21,Male,83.8,25.5,21.9,14.8,1.9,42.9,Low,Yes,High School,32.7
STU1904,Student_905,22,Male,46.5,29.9,49.0,34.4,5.3,70.0,High,Yes,Post Graduate,69.7
STU1905,Student_906,21,Female,100.0,39.3,37.4,41.2,4.7,53.9,Medium,Yes,Post Graduate,68.2
STU1906,Student_907,17,Female,84.4,33.4,37.0,33.2,2.7,80.9,Medium,Yes,High School,62.8
STU1907,Student_908,19,Male,79.8,40.3,54.3,38.4,4.5,79.5,Medium,Yes,High School,59.9
STU1908,Student_909,17,Male,92.2,32.6,40.0,30.2,3.7,75.8,Medium,Yes,High School,56.6
STU1909,Student_910,19,Female,100.0,59.3,59.1,42.8,5.5,92.3,Medium,Yes,High School,77.7
STU1910,Student_911,21,Male,88.4,43.5,36.6,35.2,3.3,63.8,Low,No,Post Graduate,46.6
STU1911,Student_912,21,Male,89.4,44.2,19.5,29.4,4.7,74.7,Low,Yes,Graduate,66.8
STU1912,Student_913,20,Male,79.6,37.2,50.7,54.6,7.2,56.2,Low,No,High School,59.6
STU1913,Student_914,19,Female,76.3,65.0,46.6,41.6,4.1,100.0,High,Yes,Graduate,78.8
STU1914,Student_915,21,Female,72.3,41.8,40.9,40.3,3.3,94.8,High,Yes,High School,62.6
STU1915,Student_916,22,Female,68.1,21.7,36.4,24.7,4.3,65.2,Medium,Yes,High School,42.3
STU1916,Student_917,18,Female,69.8,40.1,28.1,31.9,2.7,70.8,Medium,Yes,Graduate,50.5
STU1917,Student_918,20,Female,61.8,45.7,49.2,49.9,6.8,85.4,Medium,No,Doctorate,74.5
STU1918,Student_919,17,Female,77.1,43.5,24.8,32.4,3.5,62.8,Medium,Yes,Post Graduate,60.7
STU1919,Student_920,20,Female,57.8,27.4,39.1,41.0,2.8,55.2,High,No,High School,49.6
STU1920,Student_921,18,Male,80.3,41.8,30.9,32.6,1.9,78.1,High,Yes,Post Graduate,63.3
STU1921,Student_922,19,Male,77.6,52.1,31.3,31.9,4.8,66.2,Medium,No,Post Graduate,58.8
STU1922,Student_923,17,Male,79.8,30.9,25.7,31.9,4.5,67.7,High,Yes,Post Graduate,63.7
STU1923,Student_924,17,Male,71.7,24.0,27.3,31.1,2.5,52.5,Low,Yes,Graduate,51.8
STU1924,Student_925,19,Male,100.0,27.4,25.8,39.8,4.1,39.2,High,Yes,Graduate,57.5
STU1925,Student_926,20,Male,94.3,42.4,30.1,26.7,0.9,68.5,Low,Yes,High School,52.2
STU1926,Student_927,21,Male,63.1,36.7,26.0,43.8,3.5,78.6,Medium,Yes,High School,57.5
STU1927,Student_928,20,Female,80.8,31.6,15.3,39.6,3.9,61.6,Medium,Yes,High School,41.8
STU1928,Student_929,18,Female,70.7,55.8,51.0,61.9,5.8,86.5,Medium,No,High School,65.1
STU1929,Student_930,22,Male,65.8,23.1,38.9,6.8,2.0,54.4,Low,Yes,Graduate,42.4
STU1930,Student_931,21,Male,61.9,24.8,10.2,26.0,1.3,49.2,High,Yes,Post Graduate,43.4
STU1931,Student_932,20,Female,83.2,18.9,43.0,35.7,1.9,64.0,Low,Yes,Graduate,50.3
STU1932,Student_933,22,Male,69.8,46.8,28.2,11.9,1.2,63.8,Medium,Yes,High School,55.8
STU1933,Student_934,22,Male,89.6,35.4,39.7,35.8,5.2,76.5,Low,Yes,Doctorate,68.2
STU1934,Student_935,19,Female,89.9,35.3,28.5,30.4,5.5,53.4,Medium,Yes,Doctorate,66.8
STU1935,Student_936,18,Male,94.5,45.0,25.3,33.9,3.7,85.5,Medium,Yes,Post Graduate,65.7
STU1936,Student_937,18,Female,67.8,68.1,55.5,44.0,5.0,94.5,Medium,Yes,Doctorate,74.1
STU1937,Student_938,18,Male,83.7,25.4,23.3,35.1,3.4,64.4,Low,Yes,Graduate,48.8
STU1938,Student_939,21,Female,85.6,58.6,29.2,45.3,3.1,83.7,Low,Yes,Doctorate,60.8
STU1939,Student_940,17,Female,72.3,33.8,33.9,35.3,2.7,49.2,Medium,Yes,High School,56.4
STU1940,Student_941,21,Female,68.7,43.9,16.3,27.6,2.7,81.1,High,Yes,Graduate,62.7
STU1941,Student_942,20,Male,97.3,27.1,15.3,20.2,0.9,80.7,High,Yes,High School,53.6
STU1942,Student_943,22,Female,80.7,46.6,36.1,49.6,3.6,78.0,Low,Yes,High School,66.4
STU1943,Student_944,22,Male,85.6,29.4,33.4,37.7,3.1,64.8,Medium,Yes,High School,40.4
STU1944,Student_945,17,Male,68.1,31.3,22.8,24.2,4.3,20.7,Low,No,Graduate,39.4
STU1945,Student_946,20,Male,63.4,24.3,24.6,34.1,3.3,55.4,Low,Yes,Post Graduate,38.6
STU1946,Student_947,17,Male,71.2,30.3,52.3,28.4,3.0,55.6,Medium,No,Graduate,50.1
STU1947,Student_948,22,Female,76.5,21.4,20.1,27.4,1.9,50.3,Medium,Yes,High School,38.6
STU1948,Student_949,21,Female,65.2,28.7,29.3,30.2,3.3,66.8,Low,Yes,Post Graduate,54.5
STU1949,Student_950,18,Male,77.9,42.3,23.3,37.2,4.3,58.7,Low,Yes,Graduate,54.0
STU1950,Student_951,22,Male,57.7,29.8,23.4,8.2,1.5,52.6,Low,No,Graduate,42.7
STU1951,Student_952,19,Female,64.6,39.2,31.6,21.7,3.3,49.1,High,Yes,Graduate,47.6
STU1952,Student_953,18,Male,86.1,18.0,39.8,24.2,3.5,54.3,High,No,High School,52.6
STU1953,Student_954,22,Female,85.2,47.5,19.0,29.6,2.1,81.8,Low,No,High School,50.9
STU1954,Student_955,21,Male,73.3,49.0,22.6,17.4,2.3,55.1,Low,Yes,Post Graduate,37.7
STU1955,Student_956,17,Male,65.8,29.8,33.3,26.4,3.5,57.3,High,Yes,High School,45.3
STU1956,Student_957,18,Female,65.7,42.9,30.0,9.8,1.5,58.1,High,Yes,Graduate,47.7
STU1957,Student_958,21,Male,73.5,37.0,33.9,40.8,3.7,70.1,Medium,Yes,Post Graduate,66.6
STU1958,Student_959,20,Female,85.7,23.4,35.3,28.4,1.9,71.8,Low,No,Post Graduate,51.3
STU1959,Student_960,19,Male,89.1,20.0,10.9,9.9,4.8,20.0,Low,No,High School,23.6
STU1960,Student_961,18,Male,72.0,60.6,60.4,43.4,6.7,80.3,Medium,Yes,High School,72.5
STU1961,Student_962,17,Male,64.2,33.6,45.0,36.6,1.9,86.5,Medium,Yes,High School,67.9
STU1962,Student_963,20,Female,81.2,26.9,13.8,25.9,4.0,49.2,Low,Yes,Graduate,44.4
STU1963,Student_964,21,Male,68.1,31.2,12.1,17.2,2.1,50.4,Medium,Yes,Graduate,39.3
STU1964,Student_965,19,Male,71.8,37.7,21.9,36.0,4.8,58.2,Low,No,High School,50.5
STU1965,Student_966,17,Male,93.9,30.1,28.8,24.4,1.3,53.7,High,Yes,Doctorate,57.0
STU1966,Student_967,21,Male,87.9,41.0,20.8,23.2,3.9,68.4,Medium,Yes,Graduate,52.8
STU1967,Student_968,21,Female,79.9,23.9,14.0,23.3,1.9,35.8,Low,Yes,High School,36.1
STU1968,Student_969,18,Female,62.7,24.5,28.7,18.9,2.9,48.2,Medium,Yes,Graduate,41.2
STU1969,Student_970,18,Male,80.5,42.2,34.4,33.1,1.7,88.1,Medium,Yes,Graduate,63.4
STU1970,Student_971,17,Female,90.8,26.2,31.5,32.6,4.4,51.1,High,Yes,High School,54.5
STU1971,Student_972,22,Male,73.5,49.5,23.4,28.0,1.9,83.7,Medium,Yes,High School,57.6
STU1972,Student_973,22,Male,94.2,35.0,40.6,27.9,4.0,70.3,Low,Yes,Post Graduate,53.7
STU1973,Student_974,21,Male,93.5,32.3,13.9,19.6,2.7,37.9,Medium,No,Graduate,35.8
STU1974,Student_975,18,Female,98.0,36.9,30.3,49.0,3.0,74.5,Low,Yes,Graduate,63.4
STU1975,Student_976,19,Female,81.7,37.1,33.0,20.3,3.4,63.2,High,Yes,Graduate,55.7
STU1976,Student_977,19,Female,85.0,25.6,26.7,41.1,2.1,58.2,Medium,Yes,High School,49.3
STU1977,Student_978,21,Female,95.0,29.9,33.0,32.3,3.5,68.7,Medium,Yes,High School,52.6
STU1978,Student_979,18,Female,83.4,31.4,31.5,43.9,5.5,72.1,Low,Yes,Graduate,64.3
STU1979,Student_980,17,Female,72.0,27.8,28.5,20.9,2.0,75.6,Medium,Yes,High School,44.4
STU1980,Student_981,17,Female,72.6,45.5,41.5,37.9,5.0,82.7,High,Yes,High School,66.1
STU1981,Student_982,17,Female,80.9,46.3,24.6,38.4,5.4,71.1,High,Yes,Post Graduate,72.1
STU1982,Student_983,19,Female,62.5,31.8,15.9,11.9,2.0,44.4,Low,Yes,Doctorate,45.9
STU1983,Student_984,18,Male,76.3,22.6,26.6,19.5,1.0,57.9,Low,Yes,Post Graduate,38.4
STU1984,Student_985,18,Female,91.2,44.0,31.5,41.1,3.7,100.0,High,No,Post Graduate,83.0
STU1985,Student_986,19,Female,51.7,26.0,44.1,49.0,2.4,75.9,High,Yes,High School,58.0
STU1986,Student_987,17,Female,96.4,61.8,62.7,43.5,6.0,100.0,Low,Yes,Doctorate,75.7
STU1987,Student_988,17,Female,91.5,55.3,25.9,39.9,3.3,85.9,Medium,Yes,High School,65.4
STU1988,Student_989,21,Female,72.5,43.6,42.6,30.8,2.0,68.6,Medium,Yes,Doctorate,55.8
STU1989,Student_990,22,Female,84.5,38.0,26.6,17.2,1.5,69.5,High,Yes,Doctorate,58.6
STU1990,Student_991,20,Female,78.0,45.3,38.8,44.7,4.8,64.5,Low,Yes,Post Graduate,60.9
STU1991,Student_992,22,Female,92.8,36.0,14.4,17.3,2.3,38.9,Low,No,Doctorate,41.0
STU1992,Student_993,18,Female,89.8,38.7,40.3,10.4,3.3,65.3,High,Yes,Graduate,51.8
STU1993,Student_994,18,Female,61.2,52.2,44.7,49.3,4.6,83.2,Low,Yes,High School,68.6
STU1994,Student_995,18,Female,85.0,27.3,17.7,16.7,2.5,56.0,Medium,Yes,Graduate,38.2
STU1995,Student_996,22,Male,75.5,26.9,21.0,24.3,3.1,71.2,Medium,Yes,Graduate,44.1
STU1996,Student_997,20,Male,79.0,35.2,20.6,42.3,3.2,77.8,Medium,Yes,High School,57.4
STU1997,Student_998,21,Female,69.3,33.1,30.4,29.1,4.2,51.4,Medium,Yes,Graduate,60.3
STU1998,Student_999,22,Female,99.0,36.1,36.3,42.1,4.1,58.2,Medium,Yes,Doctorate,59.5
STU1999,Student_1000,20,Male,90.5,44.0,31.2,37.4,2.9,49.7,Low,No,High School,50.6
STU2000,Student_1001,17,Female,69.1,31.6,25.5,23.2,3.3,52.7,Medium,Yes,Post Graduate,55.8
STU2001,Student_1002,17,Male,62.0,35.5,10.9,31.2,2.6,45.7,High,Yes,Post Graduate,53.1
STU2002,Student_1003,18,Male,73.4,20.1,13.7,12.7,1.0,51.5,High,Yes,Doctorate,41.3
STU2003,Student_1004,19,Male,83.2,42.8,50.7,60.4,3.6,86.3,Low,Yes,Doctorate,62.8
STU2004,Student_1005,18,Male,80.9,27.9,28.1,33.2,6.0,51.3,Low,Yes,Graduate,38.4
STU2005,Student_1006,19,Male,93.0,26.5,29.6,36.9,1.9,66.9,Low,Yes,Doctorate,50.5
STU2006,Student_1007,20,Female,87.5,33.2,14.4,32.8,2.0,57.5,Medium,Yes,Post Graduate,56.9
STU2007,Student_1008,17,Male,89.6,38.8,37.1,35.3,1.9,82.7,Medium,No,High School,48.3
STU2008,Student_1009,22,Female,81.9,54.3,35.8,36.6,4.3,84.7,Medium,Yes,Graduate,70.9
STU2009,Student_1010,19,Female,61.3,44.4,47.5,37.6,3.9,78.0,Low,Yes,Post Graduate,55.4
STU2010,Student_1011,20,Male,75.7,34.0,39.6,13.5,3.0,69.6,Low,No,High School,46.4
STU2011,Student_1012,17,Male,90.7,47.2,21.1,27.7,1.8,61.5,Medium,Yes,Graduate,56.1
STU2012,Student_1013,22,Female,77.4,28.0,23.5,30.5,3.3,47.1,Medium,Yes,Graduate,42.9
STU2013,Student_1014,19,Male,84.0,49.7,29.7,33.1,0.9,94.2,Low,Yes,High School,56.1
STU2014,Student_1015,18,Male,74.2,28.4,13.1,2.9,3.4,53.6,Medium,Yes,Graduate,40.2
STU2015,Student_1016,18,Female,65.6,49.2,28.9,29.1,4.5,75.0,Low,Yes,Post Graduate,63.1
STU2016,Student_1017,18,Female,76.5,43.7,33.5,22.7,1.3,80.9,High,No,Graduate,57.1
STU2017,Student_1018,20,Male,81.7,27.0,25.3,23.2,0.9,56.7,High,Yes,High School,45.2
